text,label
i miss him and for me the fact that i have that feeling of longing to be with him again is actually a blessing,love
i really do miss the feeling of loving someone deeply and having that someone to love you back,love
i started to answer no i just was feeling kinda horny sis,love
i could better understand and feel the desires of his most sweet heart,love
i got to feel that kind of joy was during college and even then i was still caring for others providing for others and just generally being elizabeth,love
i always put up a strong front care for others looking into peoples welfare before my own but in the end i feel really shitty,sadness
i do when i feel lethargic,sadness
i get the feeling that the rest of yall are a little appalled about it,anger
i love that refreshing energizing feeling when its been a week of gloomy weather and then a really great blue skies no clouds in sight kind of day,sadness
i feel kind of reluctant and depressed when you told me that it s over i respected your decision,fear
i spent much of the morning feeling like an impostor or a visitor in someone elses life and uncertain what if anything i should do next,fear
when i heard that my sister had shouted at my friends cousin at their place,anger
i feel fake and forced where as the need to express myself as a woman seems true and natural but undeveloped,sadness
i keep in the fridge and take out whenever i feel too hot spray on my face and it cools me down immediately let alone it smells like oranges,love
i feel uncomfortable depending on my partner to meet my needs,fear
i think that on today of all days it is april fools day after all that i have been made to feel very foolish for sharing the results of my extensive research with other people,sadness
